work_country,work_province,work_dedication,work_contract_type,salary_monthly_BRUTO,salary_monthly_NETO,numero,salary_in_usd,salary_last_dollar_value,salary_pay_cripto,salary_%_cripto,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment,salary_percentage_inflation_adjustment,salary_month_last_inflation_adjustment,salary_comparison_last_semester,salary_benefit,salary_satisfaction,Trabajo de,profile_years_experience,work_years_in_company,work_years_in_current_position,work_people_in_charge_of,tools_platform,tools_programming_languages,tools_frameworks,tools_data_bases,tools_qa_testing,company_employee_number,work_work_modality,Si trabajas bajo un esquema híbrido ¿Cuántos días a la semana vas a la oficina?,company_recommended,profile_studies_level,profile_studies_level_state,profile_career,profile_university,profile_boot_camp,profile_boot_camp_carrer,work_on_call_duty,salary_on_call_duty_charge,work_on_call_duty_charge_type,profile_age,profile_gender,cured_programming_languages,num_of_programming_languages,age_range,profile_studies_short,salary_monthly_DESCUENTOS,Provincia,Genero,Provincia3,Proporciones_salarios
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),256700.0,213000.0,True,,,,,Un sueldo,Performance individual,Uno,15,Marzo,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas",2,SysAdmin / DevOps / SRE,8.0,0.0,2.0,0.0,"Docker, Firebase, Google Cloud Platform, Kubernetes, Linux, Microcontroladores, Serverless","Javascript, Python, Ruby",Ninguno de los anteriores,"Google Cloud Storage, MariaDB, Microsoft SQL Server, MySQL, PostgreSQL, Redis",Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,7,Terciario,En curso,Tecnicatura Superior en Redes Informaticas,TECLAB,Coderhouse,Javascript y ReactJs,No,0.0,Bruto,28,Varón cis,"['javascript', 'python', 'ruby']",3,25 a 30,Pregrado,0.17023763147643164,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.8297623685235683
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),114457.0,95000.0,True,,,,,No,No recibo bono,No,0,No tuve,1,Capacitaciones y/o cursos,1,UX Designer,2.0,1.5,1.0,0.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,8,Universitario,En curso,Lic. en comunicación digital e interactiva,UCA - Universidad Católica Argentina,,,,,,28,Varón Trans,[],0,25 a 30,Universitario,0.1699939715351617,Ciudad Autónoma de Buenos Aires,Otres,Ciudad Autónoma de Buenos Aires,0.8300060284648383
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),280000.0,202000.0,True,Mi sueldo está dolarizado (pero cobro en moneda local),130,,,Un sueldo,Performance de la compañía,Más de tres,15,Junio,3,"Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Lactario en la oficina, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",4,Consultor Atlassian,3.0,1.0,3.0,0.0,"Linux, Jira","Bash/Shell, Groovy, Java, Javascript, Python",Node.js,PostgreSQL,Postman,De 2001a 5000 personas,100% remoto,0,8,,,,,,,,,,26,Varón Trans,"['bash/shell', 'groovy', 'java', 'javascript', 'python']",5,25 a 30,False,0.2785714285714286,Ciudad Autónoma de Buenos Aires,Otres,Ciudad Autónoma de Buenos Aires,0.7214285714285714
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),230000.0,210000.0,True,,,,,No,No recibo bono,No,0,No tuve,2,"Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles",3,Developer,7.0,0.0,0.0,0.0,"HP-UX, Linux, Solaris","C, SQL",Ninguno de los anteriores,Oracle,Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),1,7,Secundario,Completo,Tecnicatura en Programación,UTN - Universidad Tecnológica Nacional,No,No,No,0.0,Bruto,34,Varón Trans,"['c', 'sql']",2,30 a 35,Pregrado,0.08695652173913043,Ciudad Autónoma de Buenos Aires,Otres,Ciudad Autónoma de Buenos Aires,0.9130434782608695
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Freelance,86000.0,59600.0,True,,,,,No,No recibo bono,Más de tres,65,Julio,2,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,QA / Tester,1.6,1.6,1.6,0.0,Windows Server,"HTML, Java, Javascript",Ninguno de los anteriores,Ninguna de las anteriores,"JUnit, Postman, Puppeteer, Selenium, SoapUI",De 2001a 5000 personas,Híbrido (presencial y remoto),1,4,Terciario,En curso,Tecnicatura en Programación,UTN - Universidad Tecnológica Nacional,NAHUAL IT,QA FUNCIONAL,"Sí, pasiva",0.0,Bruto,27,Varón Trans,"['html', 'java', 'javascript']",3,25 a 30,Pregrado,0.30697674418604654,Ciudad Autónoma de Buenos Aires,Otres,Ciudad Autónoma de Buenos Aires,0.6930232558139535
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),280000.0,215000.0,True,,,,,Un sueldo,Performance individual,Tres,20%,Junio,1,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, etc)",2,Analista gestion de cambio,20.0,17.0,8.0,0.0,"Ninguna de las anteriores, Herramientas de gestion world class.",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,8,,,,,,,,,,44,Varón Trans,[],0,mayor a 40,False,0.23214285714285715,Ciudad Autónoma de Buenos Aires,Otres,Ciudad Autónoma de Buenos Aires,0.7678571428571429
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),554000.0,324000.0,True,,,,,De uno a tres sueldos,Performance de la compañía,Tres,60,No tuve,4,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles",4,Developer,4.0,0.0,0.0,0.0,"Amazon Web Services, Docker","Javascript, SQL, TypeScript",Node.js,"Amazon DynamoDB, MongoDB, MySQL, PostgreSQL, Redis",Postman,De 201 a 500 personas,100% remoto,0,8,,,,,,,,,,24,Varón Trans,"['javascript', 'sql', 'typescript']",3,menor a 25,False,0.4151624548736462,Ciudad Autónoma de Buenos Aires,Otres,Ciudad Autónoma de Buenos Aires,0.5848375451263538
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),150000.0,126000.0,True,,,,,No,No recibo bono,Uno,20,Mayo,1,Ninguna de las anteriores,1,Developer,1.0,0.0,0.0,0.0,"Docker, Google Cloud Platform, Linux","Python, SQL",Django,PostgreSQL,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,4,,,,,,,,,,31,Varón Trans,"['python', 'sql']",2,30 a 35,False,0.16,Ciudad Autónoma de Buenos Aires,Otres,Ciudad Autónoma de Buenos Aires,0.84
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),468705.0,267088.0,True,,,,,3+ sueldos,Mix de las anteriores,Dos,0,Junio,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3,Consultant,15.0,4.0,4.0,0.0,Google Cloud Platform,"Bash/Shell, HTML, Javascript, Python, SQL","Angular, Node.js, TensorFlow","Google Cloud Storage, BigQuery",Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),3,8,Universitario,Incompleto,Licenciatura en Ciencias de la Computación,UBA - Universidad de Buenos Aires,,,,,,37,Varón Trans,"['bash/shell', 'html', 'javascript', 'python', 'sql']",5,35 a 40,Universitario,0.43015756179259873,Ciudad Autónoma de Buenos Aires,Otres,Ciudad Autónoma de Buenos Aires,0.5698424382074012
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),220000.0,185000.0,True,,,,0,3+ sueldos,Mix de las anteriores,Dos,50,Junio,3,"Abono de Internet, Vacaciones flexibles (adicionales a las reglamentarias)",2,Developer,2.0,1.0,1.0,0.0,Ninguna de las anteriores,"Javascript, SQL, TypeScript","Angular, Bootstrap, Vue.js","Microsoft SQL Server, PostgreSQL",Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),1,6,Posgrado/Especialización,Completo,No relacionada con el rubro,UNSAM - Universidad de San Martín,Acámica,Desarrollo Full Stack,No,0.0,Porcentaje de mi sueldo bruto,35,Varón cis,"['javascript', 'sql', 'typescript']",3,35 a 40,Posgrado,0.1590909090909091,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.8409090909090909
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),170000.0,146000.0,True,,,,,No,No recibo bono,No,0,No tuve,4,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados, Horarios flexibles",3,UX Designer,3.0,0.0,0.0,0.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,5,Universitario,Incompleto,Analista de Sistemas,ISTEA - Instituto Superior Tecnológico Empresarial Argentino,Bootcamp de UX UI DESIGN THINKING Y FIGMA,Diseñador UX/UI,No,0.0,Porcentaje de mi sueldo bruto,34,Varón cis,[],0,30 a 35,Universitario,0.1411764705882353,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.8588235294117647
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),410000.0,280000.0,True,Cobro parte del salario en dólares,,,,Un sueldo,Performance individual,Tres,40,Julio,3,"Capacitaciones y/o cursos, Stock options / RSUs",3,Project Manager,1.0,1.0,1.0,5.0,Ninguna de las anteriores,"Javascript, Python, SQL","Node.js, React.js",PostgreSQL,Postman,De 11  a 50  personas,Híbrido (presencial y remoto),2,8,Universitario,Completo,Ingeniería Industrial,ITBA Instituto Tecnológico de Buenos Aires,,,,,,26,Varón cis,"['javascript', 'python', 'sql']",3,25 a 30,Universitario,0.3170731707317073,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.6829268292682927
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),400000.0,328000.0,True,,,,,No,No recibo bono,No,0,No tuve,3,"Descuento en gimnasios / Clases de gimnasia online, Estacionamiento gratuito / subvencionado, Sueldo dividido en dos pagos por mes",3,Business Analyst,30.0,0.0,0.0,7.0,SAP,ABAP,SAP,Ninguna de las anteriores,SoapUI,De 1001 a 2000 personas,Híbrido (presencial y remoto),1,6,,,,,,,,,,61,Varón cis,['abap'],1,mayor a 40,False,0.18,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.82
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),225000.0,200000.0,True,,,,,Un sueldo,Performance de la compañía,Dos,20%,Julio,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,Capacitador,34.0,3.0,3.0,0.0,"Azure, Docker, Kubernetes",Propietario,Propietario,Ninguna de las anteriores,Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,7,,,,,,,,,,60,Varón cis,['propietario'],1,mayor a 40,False,0.1111111111111111,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.8888888888888888
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),268200.0,214200.0,True,,,,,Un sueldo,Performance de la compañía,Dos,20%,Abril,4,Capacitaciones y/o cursos,3,Developer,1.5,1.5,1.5,0.0,"Amazon Web Services, Linux","HTML, Javascript, SQL","Node.js, React.js","MariaDB, MySQL","Jest, Postman",De 101 a 200 personas,100% remoto,0,10,,,,,,,,,,19,Varón Cis,"['html', 'javascript', 'sql']",3,menor a 25,False,0.20134228187919462,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.7986577181208053
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),110000.0,91000.0,True,,,,,No,Votado por decisión colectiva,Uno,45%,Febrero,4,Abono de Internet,2,Developer,1.0,1.0,1.0,0.0,Ninguna de las anteriores,"CSS, Javascript, TypeScript",React native,Ninguna de las anteriores,Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,7,,,,,,,,,,28,Varón Cis,"['css', 'javascript', 'typescript']",3,25 a 30,False,0.17272727272727273,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.8272727272727273
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),280000.0,200000.0,True,Mi sueldo está dolarizado (pero cobro en moneda local),215,,,Un sueldo,Performance individual,Dos,20,Mayo,4,Horarios flexibles,4,Consultant,2.0,0.0,0.0,0.0,Ninguna de las anteriores,"CSS, HTML, Javascript, SQL","Bootstrap, Node.js",MySQL,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,8,Universitario,Completo,Licenciatura en Administración,En venezuela,no,,,,,35,Varón Cis,"['css', 'html', 'javascript', 'sql']",4,35 a 40,Universitario,0.2857142857142857,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.7142857142857143
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),121858.0,101142.0,True,,,,,No,No recibo bono,Tres,95,Junio,2,Abono de Internet,2,Developer,1.0,0.0,0.0,0.0,Linux,"CSS, HTML, Java, Javascript, TypeScript","Angular, Bootstrap, Spring",Ninguna de las anteriores,Postman,De 501 a 1000 personas,100% remoto,0,7,,,,,,,,,,24,Varón Cis,"['css', 'html', 'java', 'javascript', 'typescript']",5,menor a 25,False,0.1700011488782025,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.8299988511217975
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Remoto (empresa de otro país),795000.0,735375.0,True,Cobro todo el salario en dólares,,,,No,No recibo bono,Tres,500,Junio,4,Horarios flexibles,4,Technical Leader,0.0,0.0,0.0,2.0,"Amazon Web Services, Docker, Firebase, Google Cloud Platform, Serverless","Bash/Shell, HTML, Javascript, TypeScript","Next.js, Node.js, React.js",Amazon DynamoDB,"Cypress, Jest, Postman",De 11  a 50  personas,100% remoto,0,8,Universitario,Incompleto,Analista de Sistemas,UBA - Universidad de Buenos Aires,,,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,21,Varón Cis,"['bash/shell', 'html', 'javascript', 'typescript']",4,menor a 25,Universitario,0.075,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.925
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),300000.0,200000.0,True,Cobro todo el salario en dólares,,,,Menos de un sueldo,Performance grupal,Uno,13,Abril,2,Stock options / RSUs,3,Developer,6.0,0.0,0.0,0.0,"Amazon Web Services, Docker, Serverless","CSS, Go, Java, Javascript, TypeScript","Angular, Bootstrap, Node.js, Vue.js","MongoDB, PostgreSQL",Jest,De 101 a 200 personas,Híbrido (presencial y remoto),1,7,,,,,,,,,,28,Varón Cis,"['css', 'go', 'java', 'javascript', 'typescript']",5,25 a 30,False,0.3333333333333333,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.6666666666666666
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),678540.0,678540.0,True,Cobro todo el salario en dólares,263,Cobro todo el salario criptomonedas,100,De uno a tres sueldos,Performance individual,No,0,No tuve,3,Horarios flexibles,3,Developer,2.0,0.0,0.0,0.0,"Polygon, Ethereum","Go, Javascript, Python, Rust, Solidity",Node.js,Ninguna de las anteriores,"Mocha, Hardhat",De 201 a 500 personas,100% remoto,0,8,Universitario,Incompleto,Analista de Sistemas,UNLP - Universidad Nacional de La Plata,Platzi,,,,,22,Varón Cis,"['go', 'javascript', 'python', 'rust', 'solidity']",5,menor a 25,Universitario,0.0,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,1.0
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),365673.0,257650.0,True,,,,0,Menos de un sueldo,"A nada. Es fijo, determinado por el sindicato.",No,0,No tuve,4,Capacitaciones y/o cursos,4,Technical Leader,5.0,5.0,0.0,0.0,"Amazon Web Services, Google Cloud Platform, IBM Cloud / Watson, Linux, Windows Server",".NET, Bash/Shell, C++, CSS, Groovy, HTML, Java, Javascript, Python, SQL",".NET Core, Bootstrap, jQuery, Oracle WebCenter Sites","Microsoft SQL Server, Oracle",Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),2,6,Universitario,Completo,Licenciatura en Sistemas de Información,UNLZ Universidad de Lomas de Zamora,,,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,39,Varón Cis,"['.net', 'bash/shell', 'c++', 'css', 'groovy', 'html', 'java', 'javascript', 'python', 'sql']",10,35 a 40,Universitario,0.29540873950223284,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.7045912604977671
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),200000.0,166000.0,True,,,,,No,No recibo bono,Dos,30,Mayo,3,Ninguna de las anteriores,2,Developer,22.0,22.0,1.0,0.0,"AIX, Azure, Windows Server","HTML, PHP, SQL, VBA",Ninguno de los anteriores,"MariaDB, Microsoft SQL Server, MySQL",Ninguna de las anteriores,De 501 a 1000 personas,100% remoto,0,0,,,,,,,,,,48,Varón Cis,"['html', 'php', 'sql', 'vba']",4,mayor a 40,False,0.17,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.83
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Remoto (empresa de otro país),450000.0,450000.0,True,Cobro todo el salario en dólares,,Cobro parte del salario criptomonedas,25%,No,No recibo bono,No,0,No tuve,4,Stock options / RSUs,4,Developer,2.0,0.0,0.0,0.0,Firebase,Dart,Flutter,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,10,Terciario,Completo,Analista de Sistemas,ORT,,,No,0.0,Neto,28,Varón Cis,['dart'],1,25 a 30,Pregrado,0.0,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,1.0
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),114000.0,94000.0,True,Mi sueldo está dolarizado (pero cobro en moneda local),127.5,,,No,No recibo bono,Uno,20,Abril,2,Abono de Internet,3,Developer,1.0,1.0,1.0,0.0,Google Cloud Platform,"Python, SQL",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 5001 a 10000 personas,100% remoto,0,7,,,,,,,,,,22,Varón Cis,"['python', 'sql']",2,menor a 25,False,0.17543859649122806,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.8245614035087719
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),232000.0,193000.0,True,Mi sueldo está dolarizado (pero cobro en moneda local),127,,0,No,No recibo bono,Uno,12,Abril,3,Abono de Internet,3,Developer,7.0,1.0,0.0,0.0,Ninguna de las anteriores,Lua,Ninguno de los anteriores,p4,Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),1,10,,,,,,,,,,32,Varón Cis,['lua'],1,30 a 35,False,0.16810344827586207,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.8318965517241379
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),354320.0,240733.0,True,Cobro parte del salario en dólares,125,,0,3+ sueldos,Performance de la compañía,Uno,25,Abril,3,Abono de celular,3,Developer,4.0,2.0,0.0,0.0,"Docker, Linux","Bash/Shell, Java, Javascript, Kotlin, SQL, Swift",React.js,Oracle,JUnit,De 501 a 1000 personas,Híbrido (presencial y remoto),1,8,,,,,,,,,,28,Varón Cis,"['bash/shell', 'java', 'javascript', 'kotlin', 'sql', 'swift']",6,25 a 30,False,0.32057744411831113,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.6794225558816889
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),430000.0,360000.0,True,,,,,Un sueldo,Performance grupal,Dos,35,Mayo,4,Capacitaciones y/o cursos,3,QA / Tester,4.0,0.0,0.0,0.0,Kubernetes,"Java, Javascript, TypeScript",Bootstrap,MongoDB,"Cypress, Postman, Selenium",De 51 a 100 personas,100% remoto,0,0,Universitario,En curso,Ingeniería Industrial,UNLaM - Universidad Nacional de La Matanza,,,,,,26,Varón Cis,"['java', 'javascript', 'typescript']",3,25 a 30,Universitario,0.16279069767441862,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.8372093023255814
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),680000.0,470000.0,True,Cobro parte del salario en dólares,240,Cobro parte del salario criptomonedas,10,De uno a tres sueldos,Performance de la compañía,Tres,30,Abril,3,VARIOS DE LOS MENCIONADOS - No permite multiple selección,3,Data Engineer,20.0,10.0,10.0,0.0,"Kubernetes, Linux","Bash/Shell, Java, Javascript, Python, R",Hadoop,"Apache Hive, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, MySQL, PostgreSQL",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,7,Universitario,Completo,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,no,,No,0.0,Neto,40,Varón Cis,"['bash/shell', 'java', 'javascript', 'python', 'r']",5,mayor a 40,Universitario,0.3088235294117647,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.6911764705882353
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Remoto (empresa de otro país),370000.0,300000.0,True,,,,,No,No recibo bono,No,0,No tuve,2,Descuento en gimnasios / Clases de gimnasia online,3,Developer,4.0,0.0,0.0,0.0,"Amazon Web Services, Kubernetes, Linux","CSS, HTML, Java, Javascript, Python, SQL, TypeScript","Node.js, React.js","Amazon DynamoDB, MongoDB",Jest,De 2001a 5000 personas,100% remoto,0,8,,,,,,,,,,25,Varón Cis,"['css', 'html', 'java', 'javascript', 'python', 'sql', 'typescript']",7,25 a 30,False,0.1891891891891892,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.8108108108108109
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),93400.0,84300.0,True,,,,,No,No recibo bono,Uno,35%,Junio,3,Abono de Internet,2,Developer,1.0,0.0,0.0,0.0,IBM Cloud / Watson,Java,Spring,"IBM Db2, MySQL",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,9,,,,,,,,,,34,Varón Cis,['java'],1,30 a 35,False,0.0974304068522484,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.9025695931477516
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),471000.0,300000.0,True,Mi sueldo está dolarizado (pero cobro en moneda local),,,,De uno a tres sueldos,Mix de las anteriores,Tres,No se,Junio,3,Solo deja elegir una y es un mix de varias de las anteriores,4,Developer,3.0,1.0,1.0,0.0,Linux,"Java, Python",Spring,"Oracle, PostgreSQL",JUnit,De 501 a 1000 personas,100% remoto,0,9,Terciario,Incompleto,Analista de Sistemas,ORT,,,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,30,Varón Cis,"['java', 'python']",2,30 a 35,Pregrado,0.3630573248407643,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.6369426751592356
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),100000.0,85000.0,True,,,,,No,No recibo bono,Uno,20,Abril,2,Horarios flexibles,1,Developer,2.0,2.0,2.0,0.0,"Azure, Ninguna de las anteriores","CSS, HTML, Java, Javascript, SQL",Spring,Oracle,Ninguna de las anteriores,De 501 a 1000 personas,100% remoto,0,8,,,,,,,,,,29,Varón Cis,"['css', 'html', 'java', 'javascript', 'sql']",5,25 a 30,False,0.15,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.85
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),392000.0,300000.0,True,,,,,No,No recibo bono,Dos,25,Junio,3,Vacaciones flexibles (adicionales a las reglamentarias),3,Developer,4.0,0.0,0.0,0.0,"Firebase, Linux","Groovy, Java, Kotlin, Ruby",Ninguno de los anteriores,Ninguna de las anteriores,JUnit,De 501 a 1000 personas,100% remoto,0,7,Terciario,En curso,Analista de Sistemas,ORT,,,No,0.0,Porcentaje de mi sueldo bruto,21,Varón Cis,"['groovy', 'java', 'kotlin', 'ruby']",4,menor a 25,Pregrado,0.23469387755102042,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.7653061224489796
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),250000.0,220000.0,True,,,,,No,No recibo bono,Dos,30,Mayo,2,Clases de idiomas,2,Developer,15.0,2.0,2.0,0.0,"Docker, Firebase, Google Cloud Platform, Kubernetes",Java,Angular,Google Cloud Storage,"JUnit, Postman",De 501 a 1000 personas,100% remoto,0,8,,,,,,,,,,34,Varón Cis,['java'],1,30 a 35,False,0.12,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.88
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),350000.0,350000.0,True,Cobro todo el salario en dólares,220 (USDT),Cobro todo el salario criptomonedas,100%,No,No recibo bono,No,0,No tuve,2,Horarios flexibles,2,Product Manager,5.0,0.0,0.0,1.0,Google Cloud Platform,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,2,,,,,,,,,,26,Varón Cis,[],0,25 a 30,False,0.0,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,1.0
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),130000.0,110000.0,True,,,,,No,No recibo bono,Tres,35,Abril,2,Clases de idiomas,2,Developer,2.0,1.0,1.0,0.0,"Amazon Web Services, Docker","HTML, Javascript, PHP, SQL",Laravel,MySQL,Ninguna de las anteriores,De 2 a 10 personas,Híbrido (presencial y remoto),2,8,,,,,,,,,,29,Varón Cis,"['html', 'javascript', 'php', 'sql']",4,25 a 30,False,0.15384615384615385,Ciudad Autónoma de Buenos Aires,Varón Cis,Ciudad Autónoma de Buenos Aires,0.8461538461538461
